,7h,12h,16h,24h
YKL025C,14.947,17.7993,14.5655,12.862
YIL157C,46.709,120.845,53.6431,24.4788
YGR129W,14.3483,12.3799,10.6945,4.79526
YOR130C,21.265,13.7596,7.32626,10.126
YOR005C,2.83343,4.25861,3.93696,4.0981
YER003C,86.9997,17.644,6.21432,7.69619
YDR364C,22.8289,21.7829,18.117,11.2885
YKL096W,3.74767,3.51477,2.14044,5.23477
YHR039C,405.514,573.032,248.946,260.272
YGR191W,162.393,202.263,181.983,177.24
YLR132C,2.55116,2.66367,2.14612,2.23717
YOR254C,56.3001,47.6394,26.1256,17.7786
YPL191C,3.09002,6.45734,3.67746,1.84367
YDL053C,44.4309,56.6846,58.7658,60.4266
YDL244W,11.696,41.357,1.13175,0.425577
YGR001C,55.3132,63.9487,27.9191,12.9698
YLR011W,6.37428,4.64865,1.56284,3.18398
YAR066W,6.78876,8.12009,3.60274,3.932
YMR192W,7.50337,5.20978,3.21324,2.40639
YKR016W,16.5045,25.1515,28.172,20.7146
YOL122C,59.6797,126.112,119.638,89.1556
YGL164C,5.47378,4.54772,1.10696,0.682808
YBR109C,213.495,183.242,110.783,66.7038
YHR053C,1727.72,1122.32,713.253,1022.96
YDR292C,28.2058,18.5406,8.09427,5.8195
YBL016W,0.443125,1.29833,5.1905,7.73161
YMR275C,5.51629,6.22558,7.38995,7.23011
YPL218W,498.993,472.856,226.008,194.903
YDR399W,689.377,656.654,390.008,276.571
YGR194C,134.392,49.5019,42.1684,64.6719
YOR290C,5.9119,3.07291,3.18576,2.53793
YBR012W-A,0,0,0,0
YMR164C,4.04868,3.22239,2.35855,2.09821
YGR054W,94.2812,99.731,67.9382,53.9793
YNL339C,4.37691,4.07563,3.21948,3.37822
YHR038W,5.06193,8.56151,8.7846,4.195
YCL049C,40.8622,34.662,24.9432,31.3471
YNL252C,37.0015,55.2131,53.0696,31.0135
YHR021W-A,0.35775,0.646665,1.57127,3.80644
YIL039W,39.9224,60.5205,18.1762,8.38432
YMR132C,28.8807,17.572,7.51787,8.50267
YER064C,5.43849,4.93831,4.18725,3.689
YDR352W,43.6714,41.7385,22.8502,21.66
YOR183W,0.52131,0.980291,0,0.408074
YGL134W,15.2103,22.2526,40.9381,78.0582
YBR043C,12.0311,15.5413,15.8071,11.8298
YOR378W,19.0007,68.7276,42.9165,24.7198
YLR157C-B,0,0,0,0
YDR394W,39.7979,60.1632,63.5549,85.8062
YPR199C,24.713,31.9905,20.5051,10.6105
YGR201C,7.13765,118.217,59.8795,64.1076
YBR133C,11.8564,9.49055,9.41578,6.09981
YNR016C,26.6016,35.9441,9.96214,10.5228
YBL071C-B,27.0076,21.1721,16.8939,22.2841
YKL009W,337.544,228.283,158.698,83.4081
YFR031C-A,1155.26,944.584,450.914,125.668
YOR161C,3.07955,4.1587,4.44146,3.79287
YOR304C-A,139.75,108.046,74.4906,28.222
Q0140,0,0,0,0
YGR193C,18.3074,16.178,10.7985,8.54574
YOR167C,5733.5,3560,1590.6,642.954
YOR358W,15.2804,28.8598,27.5683,19.81
YLR417W,3.18676,5.01816,4.56589,3.54066
YCR077C,26.6004,20.8074,11.5917,6.65067
YNL053W,17.9107,20.7875,21.5489,22.1516
YPR203W,3.32488,1.59348,2.27358,4.40545
YGL233W,5.97966,3.86544,2.59226,1.33843
YKR029C,3.57499,2.66498,3.62398,3.59663
YGR133W,22.9433,40.9175,42.0584,36.7783
YGR072W,13.8338,11.1505,8.51805,4.82576
YOR132W,9.79253,8.22586,8.29205,8.15032
YHR004C,9.81415,13.6352,12.6845,12.2206
YBR069C,2.7035,2.18891,0.926962,2.50185
YBR188C,16.0778,19.1771,18.4819,7.35416
YAL008W,26.9687,64.0466,29.7168,17.7351
YPL282C,0.946747,1.00456,2.21447,3.03365
YDR210W-A,0.342663,1.3952,0.141181,0.0979786
YCR095W-A,21.6246,17.0512,27.3072,15.6116
YFR049W,46.6192,219.661,230.981,130.844
YFR026C,3.36904,3.08325,2.00161,0.582382
YHR034C,5.4048,8.80269,9.51243,4.97022
YHR186C,6.52887,5.03982,3.96376,3.61389
YLR157C,10.8636,21.4871,15.7802,14.9722
YOR117W,47.6263,71.6866,68.1772,80.8241
YPR137W,63.3252,46.2509,31.0172,21.8442
YPR032W,5.36543,6.9013,4.93192,2.95519
YDR392W,9.36076,8.90981,10.8981,11.5135
YJR098C,3.39448,3.13694,4.52323,2.97472
YDR071C,79.9009,65.0474,26.9936,17.7156
YOR230W,196.938,175.909,106.59,86.1022
YLR250W,63.2458,72.8245,74.7462,51.734
YJR010W,401.434,45.2206,6.29375,6.45713
YOR192C,34.8956,14.4175,11.1313,8.44265
YER189W,1.00544,1.72821,1.59316,0
YLR164W,4.96561,8.04508,8.69548,9.3988
24,7.47122,6.00781,4.83333,3.02512
YJL157C,6.1587,3.8141,1.55488,0.818109
YLR030W,10.5052,9.33037,9.07579,5.35225
YLR085C,13.904,8.44835,9.00273,4.65697
YKL065C,42.4048,54.0204,78.1765,76.1444
YNL214W,7.03693,12.9734,16.0279,10.3115
YGL185C,8.35278,9.73896,6.48783,5.11267
YDR334W,3.82752,3.89496,5.17668,9.30955
YGR189C,161.886,125.876,69.6732,81.9096
YIL005W,13.6586,16.1299,17.1382,14.746
YIR016W,31.0552,140.59,148.85,44.9792
YJL066C,31.2779,236.497,106.116,43.255
YGR109W-B,4.17205,5.34584,4.87072,4.03609
YHR105W,15.8001,24.9031,33.7844,28.657
YJR119C,7.14695,11.2953,10.1606,8.20606
YMR027W,52.7096,65.0004,40.1629,23.3861
YGR273C,0.248642,0,0.640245,0
YLR090W,13.1039,20.9978,14.5812,7.617
YKR099W,23.1773,19.5525,16.4524,12.8722
YNR032W,12.5806,16.2514,19.775,22.1822
YER087C-B,800.508,638.259,507.338,339.225
YOR133W,400.315,328.212,196.097,89.7337
YHR084W,8.34524,8.81986,4.47958,3.66745
YGR161W-B,1.85861,2.11993,1.34152,1.23896
YBL031W,6.68567,1.99459,0.956052,0.235891
YNL233W,7.02007,3.19173,1.83662,1.95087
YDR019C,36.0369,15.0792,10.997,14.9256
YJR053W,2.93674,1.62633,1.68608,1.60776
YMR165C,6.37532,5.28172,2.66949,2.45115
YHR127W,23.85,19.1968,18.2142,16.8624
YFL023W,6.80684,5.88706,5.87317,12.4541
YMR016C,10.8513,9.2241,7.40017,10.7493
YDR382W,2479.7,1905.32,927.579,321.023
YKL142W,19.9062,51.0234,81.9283,66.7556
YIR006C,18.3805,17.1897,6.09224,3.65723
YML081C-A,630.389,2037.25,4041.93,2297.03
YOR084W,3.62329,5.2655,4.77956,5.42898
YNL274C,10.6935,24.2826,32.8987,51.579
YDL188C,28.2592,41.6376,36.8599,19.4645
YJL190C,1794.84,1071.28,449.894,48.1162
YJR068W,26.6983,21.3142,19.3346,16.2459
YOR252W,69.6122,83.1199,59.6136,33.7983
YGR038W,43.2383,64.4273,77.1686,81.2714
YGR248W,2.84219,19.2004,84.6893,204.361
YDR100W,43.0532,55.5305,23.0904,19.267
YBR296C-A,0,0,0,0
YOR243C,29.3697,24.6601,11.6959,8.29234
YEL012W,7.31916,18.7343,41.3615,67.1306
YLR273C,1.98061,2.86602,2.22651,3.12932
YJL213W,7.41415,6.06676,1.2601,1.57219
YBR138C,3.40628,1.35464,0.992472,0.60119
YKL018C-A,56.2028,61.4654,61.9256,47.9392
YOR201C,49.6359,62.8442,58.4648,42.4034
YDR249C,9.64282,13.4984,21.192,22.9955
YDR030C,5.43258,5.89428,5.9332,5.69492
YOL029C,23.2925,20.8381,14.9524,13.7769
YPR056W,12.3101,11.3004,12.0103,10.2597
YBR054W,347.882,529.66,1457.53,1138.91
YBR056W,7.76991,13.9375,9.12942,6.9691
YJL200C,168.036,69.8505,24.6745,15.7381
YNL243W,18.621,19.3854,17.7205,15.5498
YIL060W,12.7482,15.7311,16.7697,18.3643
YIL020C,59.7066,49.8019,38.3343,20.9413
YNL061W,86.0172,63.7633,43.4444,26.121
YLR001C,4.09187,12.0489,13.6817,9.73464
YER182W,15.5007,54.0822,68.4384,55.7502
YPL004C,16.0679,26.77,112.047,158.795
YKR050W,4.56501,9.20192,7.50582,5.26602
YJL096W,47.7257,90.4668,72.5982,40.1488
YBR026C,6.93947,12.7034,4.52451,1.82725
YER071C,47.5522,57.9251,31.6104,13.8046
YNR034W-A,94.0713,577.124,5846.15,9306.41
YMR005W,34.3326,38.9522,25.4538,24.7837
YMR071C,89.5185,148.963,121.141,91.5795
YDR370C,14.081,15.0009,7.40856,4.69
YDR381W,109.448,66.6896,68.5237,73.8691
YBR245C,9.24817,5.93482,3.62268,2.28205
YLR431C,8.14638,8.37781,7.58062,3.80763
YJL050W,32.2033,30.5302,20.292,11.4192
YML032C,10.6599,11.3674,15.1882,24.2333
YOR246C,69.9842,64.8653,62.67,43.5839
YJL212C,7.75413,6.04671,10.5525,11.5774
YEL050C,26.0731,65.8489,69.3996,40.6715
YGL057C,9.23868,15.2175,13.8009,9.80469
YKL190W,75.5391,90.3219,56.2073,53.4596
YJR159W,0,0,0,0
YDR427W,39.955,49.8343,43.747,52.7037
YGL122C,42.277,59.2066,70.3989,102.453
YNL288W,72.0375,83.6292,87.2346,92.5368
YAL031C,5.61705,6.64723,10.142,7.17275
YLR020C,36.2546,32.0488,23.0522,14.7275
YHL014C,6.42212,8.86463,11.0623,5.43431
YHR143W-A,521.037,634.718,351.24,200.594
YDR137W,10.0892,5.66754,3.76873,1.88214
YOR057W,22.0283,27.5606,28.1623,28.8751
YMR078C,9.25894,4.45892,4.20922,2.67598
YDL139C,6.92733,9.66506,8.28867,15.3288
YDR315C,4.51433,5.99406,5.80182,5.23783
YML020W,5.65127,5.23127,5.9946,7.00472
YOR087W,9.54182,8.9564,4.32254,4.21521
YDR430C,9.03066,17.7905,12.9507,11.59
YLR308W,0.0795469,0.101743,0.140435,0.0601671
YDR034W-B,2.25727,15.9927,27.9511,65.9072
YPL163C,42.7306,14.3143,8.05736,6.3747
YGL001C,453.606,589.983,220.81,202.442
YPL145C,162.665,96.5914,59.3868,35.7417
YGR120C,22.4023,17.8199,14.33,7.36616
YHR072W-A,1708.6,1552.99,996.476,585.432
YBR037C,17.2958,47.105,50.0064,26.7552
YBL008W-A,0.595424,0,0,0.477032
YKL168C,2.16629,3.45808,2.8951,2.43896
YBR139W,17.1638,17.9307,23.4574,14.9859
YGR043C,1.84037,24.443,78.5345,124.749
YJL174W,222.158,274.113,305.643,263.634
YDR275W,27.7156,33.4972,40.75,47.2813
YLR094C,8.78712,11.2403,12.0587,15.2048
YJR048W,608.903,1274.98,916.66,614.1
YDR375C,11.938,22.6063,18.1688,12.4943
YDR332W,7.44551,8.05275,6.12677,3.21635
YBL047C,30.6619,44.8349,27.5646,23.2901
YLR395C,452.545,1329.19,1362.92,646.75
YCR063W,20.0634,19.0946,10.9711,7.22987
YNL213C,32.0615,40.1802,58.3987,50.8808
YAR064W,0,2.13591,2.65667,1.49421
YJL166W,230.872,658.604,1760.98,1922.57
YLR410W,26.6281,21.3499,13.3025,8.10785
YLR288C,6.95073,6.62192,5.55095,4.33393
YGR286C,37.3926,22.4933,7.73835,3.23764
YKR026C,78.3093,65.1852,32.4293,18.3081
YDR372C,61.0038,64.3438,25.729,19.1423
YHR173C,9.77377,1.62925,0.922961,0.514826
YDR147W,10.5792,9.45331,5.18326,2.67954
YBL052C,6.46164,2.81403,1.46144,0.777198
YDR077W,3224.33,4045.62,4237.77,4469.17
YPL242C,6.07221,1.92773,0.892168,1.36749
YGR150C,7.22123,10.6293,7.01619,4.85141
YLR067C,5.32736,8.66788,9.06031,6.88249
YLR208W,97.4878,89.7068,54.5412,38.082
YGR270W,8.15795,6.1781,5.64471,6.22069
YNL008C,8.65164,9.88342,4.4407,5.85962
YAL056W,2.45382,5.96244,7.67447,5.10015
YOR310C,219.21,176.19,103.081,84.4744
YAL010C,8.84279,4.82993,1.41641,0.670802
YBR060C,12.4376,9.5453,5.0163,2.44194
YDR452W,22.1754,22.7058,15.3101,6.19563
YOR292C,9.92158,22.0256,45.8854,52.8007
YER159C,45.6893,56.8355,44.3532,49.3809
YJL193W,30.7668,34.8295,28.7856,24.1087
YHR202W,7.49244,24.0478,11.8515,6.0499
YJR019C,6.06019,14.4727,11.9677,9.02923
YNR069C,1.0422,1.79198,1.34005,2.16465
YKR025W,61.6423,58.3667,57.2452,54.1106
YAL022C,17.2737,25.8993,18.5534,12.544
YOR171C,32.566,36.8044,33.913,22.5401
YHR052W,126.576,99.4513,53.1573,27.7476
YGR002C,10.8485,13.3075,13.0752,14.1303
YBR002C,51.3205,44.2969,56.276,79.4479
YLR301W,132.389,90.0872,40.191,17.4817
YBL064C,60.5048,330.71,318.829,193.194
YGR278W,6.79205,7.16141,5.23902,3.60293
YDR072C,61.8196,105.135,116.043,121.221
YKL175W,72.2421,96.0186,160.83,161.576
YDL093W,18.8286,17.3096,18.7503,15.9137
YGL186C,56.973,69.1685,32.7376,26.4422
YOR124C,6.11602,7.79389,5.4684,3.97725
YBR264C,8.97883,11.2189,9.12358,8.16323
YGR231C,31.1029,72.7577,45.1254,44.0336
YCR090C,39.7698,34.5024,11.4211,6.31903
YIL008W,91.7095,81.2359,43.835,44.2037
YOL100W,4.98555,4.64094,7.39389,7.41065
YBR103W,12.3027,7.77883,5.41498,3.59018
YBL085W,8.34934,4.09414,3.02733,1.6639
YEL027W,1431.91,1527.36,1299.93,765.489
YNL039W,11.4976,12.8382,11.9779,14.6141
YJL083W,5.33003,4.73303,7.00027,8.39501
YLR254C,14.5855,29.2349,31.1722,16.1329
YOL055C,262.541,244.291,31.5254,14.7468
YNL322C,82.0163,149.838,146.69,102.724
YLR293C,679.701,616.319,363.528,285.119
YOR138C,8.23616,10.4501,17.1925,17.0081
YBR076W,2.4291,5.49973,13.0734,12.5154
YMR025W,1.99887,2.77301,1.9522,0.909159
YLR226W,29.8644,27.4058,31.6509,25.6966
YBL045C,77.86,238.474,194.735,138.286
YHR117W,12.2773,9.51555,2.32717,1.50362
YDL217C,28.623,26.9342,25.2204,22.413
YLR222C,38.2603,31.7058,18.6698,11.6489
YLR313C,6.13571,2.93258,1.30372,0.488332
YHL043W,7.62605,7.86194,4.63186,2.67197
YMR194W,720.288,528.057,296.286,126.484
YOL044W,7.15168,10.0237,11.2086,9.57032
YMR315W-A,71.2663,63.4673,31.6406,45.2038
YGR085C,1367.66,975.312,561.134,146.894
YDR091C,185.099,161.062,95.6835,74.6634
YLR194C,25.4762,52.3978,27.5866,25.4766
YJL127C,4.79716,4.85776,4.24815,2.46603
YPR143W,47.3851,46.3018,37.3324,27.5568
YDR480W,10.6855,5.76427,6.87799,10.0136
YLR312W-A,22.3123,35.5348,44.0296,27.4764
YML108W,106.235,82.487,52.3484,37.8792
YHL007C,33.2396,28.4683,16.3645,9.62801
YLR423C,1.73535,2.05435,2.10599,1.46894
YLR231C,41.1588,45.174,15.4812,9.13054
YNR024W,33.9618,32.7581,22.946,14.2311
Q0115,0,0,0,0
YGR136W,59.6922,62.1934,77.214,145.353
YBL028C,233.766,226.185,142.219,73.9136
Q0160,0.182364,0,0,0.171778
YNL153C,142.516,120.191,54.9251,20.6222
YLR060W,151.71,127.317,58.0813,29.6106
YLR326W,31.543,42.2789,40.8417,24.5226
YDR316W-B,34.4623,24.8088,8.80566,7.61227
YEL007W,16.8236,13.7032,9.56249,14.3745
YBR050C,1.8806,11.0417,29.3868,54.277
YPR157W,18.0566,14.1062,26.5688,110.026
YDL215C,13.9452,23.3198,13.1307,11.6915
YPR006C,4.27592,5.18184,10.6582,13.4421
YMR172W,6.21042,7.49561,7.72335,7.08825
YOR175C,18.616,28.7978,23.8096,15.3269
YBR045C,0.670314,0.667758,0.997357,2.25543
YPL181W,23.2565,23.3266,20.0195,17.3178
YMR150C,28.7694,54.4092,32.8533,20.2466
YKL019W,33.9185,57.6295,40.3985,16.9733
YCR097W,15.6706,16.1686,24.6169,24.1468
YNL298W,15.857,16.1427,14.127,11.6088
YOR370C,103.178,95.5642,77.2845,50.7659
YIR022W,102.535,119.166,61.419,31.7018
YJR058C,46.7019,49.5832,63.363,53.2299
YKL112W,30.6206,22.1489,14.5413,16.061
YDR345C,1673.81,460.143,31.4981,67.4847
YMR125W,22.0036,21.9435,9.45395,7.28464
YMR208W,80.2245,99.0183,31.7046,23.1157
YJL033W,51.0039,36.4719,22.0124,15.2758
YNR064C,6.68985,5.19119,2.81258,2.50036
YKL184W,12.7001,10.6567,6.31847,3.9882
YIL049W,12.4508,21.6145,10.6903,12.5662
YIR026C,57.8168,43.9533,14.0203,11.3598
YDR196C,19.2459,21.2877,15.3047,7.35117
YOR077W,6.11812,5.39925,5.45532,5.84436
YER136W,50.8917,42.8649,22.6045,15.8541
YJL218W,0.286351,0,0,0
YPL221W,85.086,134.229,219.225,224.572
YPR204W,4.79014,7.9276,4.13287,1.76699
YER078W-A,0,1.57049,2.46809,5.13585
YJL059W,5.79586,10.6216,9.86924,13.2894
YER066W,8.52522,17.2336,66.6935,108.529
YPR131C,32.4934,24.2757,12.8464,8.16509
YML076C,8.366,7.04769,7.30524,4.73401
YPR161C,15.1644,17.9807,34.6319,71.9525
YKL106C-A,19.4435,8.84895,10.5307,9.1018
YOL147C,41.3538,57.404,39.3028,39.2907
YKL135C,17.5468,16.9224,14.9387,11.3849
YMR015C,2038.54,3555.26,1854.54,1717.86
YNR033W,7.49632,13.2715,6.47743,4.67393
YOR327C,190.697,158.054,165.136,119.684
YDR496C,69.6783,50.5155,29.7887,13.882
YNL334C,248.148,205.47,59.8809,36.7172
YER072W,498.163,396.67,303.586,263.208
YNL149C,144.91,99.2701,91.7796,104.05
YKR102W,0.797613,1.15064,1.67659,1.5797
YDR092W,147.831,179.205,181.091,198.823
YDR155C,817.992,2893.94,1596.39,1134.56
YNL054W-A,5.93335,12.8375,8.57671,3.17374
YGR088W,3.65399,50.756,37.3506,19.8157
YPL169C,37.2844,34.7456,22.6914,15.0994
YDR218C,1.79711,2.19705,1.67745,3.06033
YGL127C,62.5231,97.0499,90.0624,57.4292
YNL310C,30.0634,32.7555,23.0673,21.1985
YDL189W,18.7573,13.8405,5.495,3.73745
YPL051W,19.7738,13.9516,9.90562,8.39191
YGR082W,163.974,211.879,127.965,76.5711
YIL143C,19.5014,25.789,29.6983,35.3003
YAR023C,3.34515,5.93487,5.53748,10.2031
YOR019W,1.32688,2.36391,1.84193,2.32439
5219,0,0,0,0
YDR261W-B,0.081884,0.109085,0,0
YNL126W,5.79179,1.44792,1.15638,1.47684
YCR020W-B,93.2603,68.8686,26.0505,38.112
YGL008C,1215.6,678.374,493.637,463.635
YCR028C-A,283.222,240.561,66.5351,34.3618
YPL066W,11.7807,8.63397,4.84586,3.02773
YDL001W,11.9938,8.97133,10.3637,8.54473
YGR116W,15.5712,11.5541,6.88783,4.63926
YPR167C,353.45,133.483,43.5702,26.2704
YIL083C,54.8621,51.0433,16.9701,11.0737
YDR284C,34.6243,35.44,14.1789,8.6565
YGL250W,8.29868,18.3658,10.9614,6.89917
YOL078W,3.20074,3.45431,3.07402,6.25139
YOR173W,4.73886,52.5795,116.137,68.652
YFL060C,15.6167,16.0229,2.89746,1.82175
YNR020C,14.8449,16.8753,24.4124,17.387
YGL033W,0.618012,0.319369,0.241317,0.0972096
YPL279C,30.2447,31.3796,49.2066,48.0601
YOR232W,91.4638,90.9964,73.9648,58.8534
YDL116W,21.3562,14.0261,7.06406,4.65538
YGR083C,27.9818,22.9923,16.6803,10.9458
YHR124W,3.79796,5.28278,3.19032,3.13606
YKR001C,50.2871,24.9854,14.1862,12.3758
YOL141W,5.86223,6.0583,3.17966,2.02967
YDR500C,4192.71,2573.78,1152.61,396.104
YOR060C,13.9239,10.9295,8.76981,6.62222
YBR228W,9.92681,10.8424,5.73645,3.4155
YCR024C,5.8342,10.0447,10.2433,16.1957
YGL030W,3467.95,1972.24,1000.2,248.77
YOR208W,3.44221,7.50214,14.5925,10.7693
YKR075C,192.7,113.282,101.886,198.257
YJR052W,9.22477,11.7969,14.1528,15.9783
YFR047C,88.0753,63.9925,14.4713,8.18241
YPR042C,4.94997,4.91908,4.84376,5.12448
YKR061W,57.2667,76.6615,90.0994,60.7088
YJR112W,21.9487,14.9774,6.82042,6.99441
YMR261C,8.24511,13.1153,7.087,4.55109
YHR122W,49.219,78.4964,72.2855,59.0269
YOR151C,32.5151,25.8515,21.1719,18.3484
YGL145W,9.08739,5.60221,3.78845,1.99123
YMR176W,4.95105,5.00784,3.30131,2.75989
YKL150W,148.895,642.83,539.954,379.498
YIL030C,21.7769,31.0932,33.5943,43.4328
YMR099C,71.1232,64.1815,31.5765,15.3293
YNR002C,3.62602,8.76207,28.5433,37.669
YNL082W,3.85507,2.98667,2.6141,2.07282
YBL082C,30.4886,34.5978,26.6379,21.2194
YBL019W,4.91385,6.48579,5.25505,5.05278
YMR153W,21.512,18.7417,14.7675,14.5365
YGR183C,659.626,3250.29,5562.74,4118.55
YAL036C,72.3855,76.9104,47.9262,36.0482
YGL130W,18.0041,19.0217,17.9088,13.869
YIL006W,5.28565,13.0924,17.2766,14.4459
YNL075W,76.9461,72.0301,47.447,42.5692
YJR143C,72.1444,63.2863,49.413,23.274
YMR135C,15.1521,15.5397,27.4177,35.7604
YKL182W,70.4608,114.551,24.6463,28.5434
YBR087W,30.0326,20.1657,7.37193,3.72359
YKR009C,0.707167,2.12064,2.71488,2.86152
YDR183W,11.1401,7.65071,6.53729,5.32252
YHR142W,54.8444,55.1861,51.0421,40.1682
YCR020C-A,75.4852,51.4589,25.6346,23.4887
YKL214C,22.542,20.086,15.5305,4.80273
YIL105W-A,0,0,0,0
YCR035C,52.0975,44.4107,36.9961,33.8477
YOR283W,170.974,167.521,109.807,61.0417
YJR101W,43.418,90.6214,91.6744,51.0769
YIL094C,591.595,289.216,113.248,80.6441
YLR359W,417.878,158.809,58.6521,47.369
YOR362C,53.3579,101.055,93.5474,93.6183
YDR096W,7.4547,12.1542,14.9224,22.3443
YMR163C,3.55233,2.25172,2.62968,2.7996
YML047C,0.111151,0.172887,0,0.104129
YPR094W,38,46.4665,32.4692,23.4763
YOR142W,56.4309,97.4119,49.0763,46.5021
YPL172C,8.06569,23.4704,23.14,12.5381
YJL069C,46.8513,40.5488,24.1972,19.194
YDR460W,10.4143,9.63761,9.58484,13.0504
YDR061W,13.3497,27.1468,19.1573,12.0415
YBR057C,20.3882,20.4427,16.5428,14.5675
YKR005C,1.21854,4.27833,3.13618,3.12469
YOR383C,5.19538,11.7068,7.97158,5.19437
YPL123C,3.81246,12.4582,9.60819,3.46809
YJL192C,95.2859,127.901,104.602,64.9482
YBL100W-A,0.431079,0.465187,0.771193,0.249558
YDR376W,7.56702,22.0969,16.7314,9.35593
YHR135C,43.271,27.0278,15.9036,9.9255
YHL020C,15.7221,20.9278,23.8081,25.3443
YPL006W,9.51948,19.7829,13.2611,11.4562
YOL005C,124.382,129.305,77.3028,44.3227
YEL016C,21.5401,25.2311,20.9806,13.1689
YPL031C,47.1654,65.3137,69.1826,68.1058
YMR185W,5.84519,5.81781,6.34214,6.7502
Q0065,0.566976,0.179471,0.126172,0.205558
YKR030W,32.0863,35.4344,39.7851,38.4437
YPL067C,15.1857,9.96543,10.4411,7.1373
YEL026W,832.748,828.43,492.294,420.624
YGR253C,45.6124,52.1901,45.8469,61.9257
YMR312W,33.6598,37.749,24.932,14.3277
YPL063W,38.9919,43.3201,22.191,12.4942
YMR019W,7.05659,5.12969,4.01382,1.86818
YNL191W,87.2344,78.7616,90.0248,80.4727
C1Q_05653,17.6046,31.9082,38.1758,30.1888
YGR091W,7.61623,6.79188,4.32794,2.71084
YHR143W,30.0515,37.0759,12.5922,8.89984
YJR141W,9.38211,7.5465,7.94434,6.9516
YDL086W,128.617,284.642,105.209,57.1691
YPR060C,77.3658,53.6396,25.2892,14.1542
YOR020W-A,73.2491,205.327,226.161,142.032
YOR295W,19.7199,19.3413,17.7693,7.95296
YBR008C,155.884,61.258,41.7899,24.9822
YFR052W,33.7115,48.9614,49.6389,54.8844
YDL117W,7.23676,8.87047,3.88805,2.26993
YCL052C,28.9252,28.1786,27.3553,22.2743
YGL079W,19.2778,23.3798,9.79246,6.73298
YGR027W-A,17.4318,23.5134,8.235,5.37041
YDR302W,68.9341,68.6068,66.0108,40.7178
YIR033W,9.1679,10.118,8.01658,6.12438
YGL195W,16.5578,15.6102,4.9726,4.12471
YML091C,24.197,32.0396,40.7794,34.731
YBR186W,1.36263,1.46667,1.67726,1.90882
YML054C-A,43.5769,74.2622,101.709,32.443
YML066C,7.27561,10.6876,13.4974,11.046
YKL165C,11.4022,8.62946,5.04213,3.52601
YPL211W,175.553,192.578,107.821,85.6114
YDL059C,38.3231,18.6514,11.559,13.2422
YOR128C,99.7847,41.2069,15.7188,11.2376
YDL020C,37.5185,36.2528,104.311,243.343
YGR094W,101.722,79.0708,38.9795,29.5726
YDR054C,83.1407,81.5557,106.605,118.84
YGR105W,290.486,255.716,124.47,51.2714
YGR207C,42.4238,39.6254,22.4887,14.0477
YJR132W,25.8472,25.4826,12.5358,12.7235
YHR129C,7.43139,4.7111,3.52889,3.42038
YGR185C,121.077,111.398,46.9302,25.9548
YGR017W,60.0958,34.3451,31.037,32.3263
YKR077W,13.4662,9.21674,4.39544,3.3474
YCL004W,4.76761,5.42814,4.99413,5.37813
YKL125W,26.9483,25.65,23.7577,19.1331
YHR181W,49.8736,56.0839,62.4148,55.5813
YGL096W,22.2435,15.0369,28.9746,61.44
YDR138W,8.42492,5.63976,3.4565,2.29631
YOL139C,431.649,369.272,212.467,130.789
YML065W,7.49784,3.91782,3.34977,2.99781
YLR307C-A,0.837995,0,0,0
YPL010W,135.853,113.167,60.7651,46.4398
YGR144W,4750.51,13089.1,1090.09,513.761
YFL054C,0,0,0,0
YJL080C,47.8655,34.7016,11.5377,9.48806
YMR119W,9.54472,14.9605,19.6518,17.91
YNR011C,7.21518,6.3051,4.30939,2.44773
YDR240C,8.20476,7.90449,6.56581,6.73628
YER155C,7.66896,5.67777,4.14981,3.11197
YDR087C,72.5451,52.5478,28.8762,18.1568
YPL259C,16.3454,12.3949,8.30671,6.40639
YOR396W,1.0719,0.790754,0.515892,0.497334
YOR140W,19.0594,22.1091,20.7147,19.4225
YDR451C,6.39221,7.58184,6.07245,3.78797
YEL002C,83.7994,81.087,37.6004,42.1846
YBL075C,6.92121,11.4003,7.45285,4.85765
YCR017C,62.8688,80.6084,93.2395,78.0146
YOR328W,1.91655,2.33772,1.23846,1.12802
YLR277C,12.8212,9.78925,7.08553,5.53209
YDR464W,5.41905,4.47208,4.57315,4.82964
YDL134C,69.9177,88.8781,76.1719,51.3482
YPR100W,81.0726,140.391,169.857,79.1298
YER113C,17.8612,13.8839,8.95111,4.8459
YLR287C,37.9608,30.9836,18.0466,11.2366
YCR092C,6.51784,5.65401,3.06975,2.58543
YCR009C,65.1188,51.1123,44.7685,33.7913
YPL132W,13.5086,30.4252,40.0163,19.3429
YDL122W,50.7042,55.5415,58.3543,48.054
YKL104C,44.6942,33.8209,37.8527,30.6246
YOR028C,2.63804,3.47934,4.95557,27.6644
YJL154C,9.03827,7.6475,9.53619,8.61063
YOL164W-A,0,0,0,0
YOR228C,8.00509,14.7015,11.7211,5.38383
YGR166W,13.6142,11.3113,8.45237,4.77697
YDR462W,27.6193,55.8457,95.8339,65.5355
YOR326W,28.1155,12.3,4.51118,2.67031
YBR279W,27.5666,15.8503,13.9772,14.0358
YGR038C-A,0,0,0,0
YDR402C,0.762718,0.970656,0.922325,1.29879
YDR210W-B,0,0.00420741,0.0540117,0.15546
YHR001W,16.6121,12.5002,8.51906,5.57013
YPR178W,7.34448,7.42461,7.09005,9.08605
YLL038C,18.3334,16.4669,15.8353,9.06768
